date,study,break
2024-04-13,11.846666666666666,0.0
2024-04-14,11.5,3.0
2024-04-15,10.866666666666664,5.0
2024-04-16,1.5833333333333337,6.0
2024-04-17,1.2666666666666664,2.6999999999999984
